ID,Language_ID,Primary_Text,Morphemes,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comments,Text_ID,Part_of_Speech,wPOS,Other_Translation
4.5,lez,"Ида заз лагьана хьи , « вун чӀалах хьухь , некедикай хкатин галаз шапӀаяр за вав кицӀ вахкуда .","ида	за -з	лагьа -на	хьи	,	«	вун	чӀалах	хьухь	,	некеди -к -ай	хкат -ин	гала -з	шапӀа -яр	за	ва -в	кицӀ	вахку -да	.","ида	за -з	лугьун -на	хьи	,	«	вун	чӀалах	хьухь	,	некеди -к -ай	хкатин -н	галаз -з	шапӀа -ар	за	ва -в	кицӀ	вахгун -да	.","her	1sg.ERG DAT	say AOC	that	,	«	2sg.abs	belivie	be	,	milk SBSS EL	leave HORT	with DAT	puppy PL	1sg.ERG	2sg AD	dog	return FUT	.","He said: “Believe me, as soon as the puppies are free from the mother’s milk, I will return it”. `",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,pers	pers n:(CASE)	v v:TAM1	coordconn	punct	punct	pers	n	v	punct	n n:(CASE) n:(CASE2)	v v:TAM1	subordconn n:(CASE)	n n:(PLURAL)	pers	proform n:(CASE)	n	v v:TAM1	punct,pro pers Vnf coordconn punct punct pers adj v punct n verbprt subordconn n pers proform n Vf punct,~~~
4.6,lez,Зунни хтана кӀвализ архаин хьана .,зун -ни	хта -на	кӀвал -и -з	архаин	хьа -на	.,зун -ни	хта -на	кӀвал -ди -з	архаин	хьун -на	.,1sg.abs FOC	return AOC	house OBL DAT	comfort	be AOR	.,I returned home with confidence. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,pers Attachestoanycategory	v v:TAM1	n n:(OBLIQUEstem) n:(CASE)	adv	v v:TAM1	punct,pro Vnf n adv Vf punct,~~~
4.7,lez,"Алатна са кьадар вахт , заз мадни ван къвезва хьи , беес , кицӀ Исабалади вичин цӀийи хьайи къугьумдиз багъишна .","алат -на	са	кьадар	вахт	,	за -з	мад -ни	ван	къве -зва	хьи	,	беес	,	кицӀ	Исабала -ди	вич -и -н	цӀийи	хьа -йи	къугьум -ди -з	багъиш -на	.","алатун -на	са	кьадар	вахт	,	за -з	мад -ни	ван	къве -зва	хьи	,	беес	,	кицӀ	Исабала -ди	вич -ди -н	цӀийи	хьун -ай	къугьум -ди -з	багъиш -на	.","pass AOC	one	enough	time	,	1sg.ERG DAT	more FOC	voice	come IMPF	that	,	but	,	dog	Isabala ERG	himself ERG GEN	new	be AOP	relative DIR DAT	present AOR	.",Some time passed by and I hear again that Isabala presented the dog to his new relative.,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	cardnum	adv	n	punct	pers n:(CASE)	adj Attachestoanycategory	n	v v:TAM1	coordconn	punct	conn	punct	n	nprop n:(OBLIQUEstem)	pro n:(OBLIQUEstem) n:(CASE)	adj	msd v:TAM1	n n:(CASE2) n:(CASE)	v v:TAM1	punct,Vnf cardnum adv n punct pers prep n Vnf coordconn punct conn punct n nprop pers adj ptcp n Vnf punct,~~~
4.8,lez,Зи кицӀ БацӀ багъишна вичин цӀийи къугьумдиз .,зи	кицӀ	БацӀ	багъиш -на	вич -и -н	цӀийи	къугьум -ди -з	.,зи	кицӀ	БацӀ	багъишин -на	вич -ди -н	цӀийи	къугьум -ди -з	.,1sg.gen	dog	Bats	~~~ AOR	himself ERG GEN	new	relative DIR DAT	.,He gave my dog Bats to his new relative.,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,proform	n	n	v v:TAM1	pro n:(OBLIQUEstem) n:(CASE)	adj	n n:(CASE2) n:(CASE)	punct,proform n n Vf recp adj n punct,~~~
4.9,lez,Гьа къавумдини са чубандив ганва .,гьа	къавум -ди -ни	са	чубан -ди -в	га -нава	.,гьа	къавум -ди -ни	са	чубан -ди -в	гун -нва	.,"that,.the.same	relative DIR FOC	one	shepherd DIR AD	give PERF	.",And that relative gave it to a shepherd. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,dem	n n:(CASE2) Attachestoanycategory	cardnum	n n:(CASE2) n:(CASE)	v v:TAM1	punct,dem n cardnum n Vf punct,~~~
4.10,lez,"Са гьина ятӀани атанвай са талыш ава кьван чубанвалзавай , гьадав вуганва .","са	гьина	ятӀа -ни	ата -нва -й	са	талыш	ава	кьван	чубан -вал зава -й	,	гьада -в	вуга -нава	.","са	гьина	ятӀа -ни	атун -нва -й	са	талыш	ава	кьван	чубан -вал -зва -й	,	гьада -в	вуга -нва	.","one	where	althought FOC	come PERF PST	one	~~~	cop	so.much	shepherd PURP IMPF PST	,	she AD	give PERF	.",The shepherd is Talish who came from somewhere and the dog was given to him. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,cardnum	interrog	prt Attachestoanycategory	v v:TAM1 cop:(TAM)	cardnum	n	v	adv	n v:(TAM2) v:TAM1 cop:(TAM)	punct	pro n:(CASE)	v v:TAM1	punct,cardnum interrog v v cardnum n v adv verbprt punct pro Vf punct,~~~
4.11,lez,Акатда захъ хъел .,акат -да	за -хъ	хъел	.,акатун -да	за -хъ	хъел	.,fall ENT	1sg.ERG POESS	anger	.,I became angry. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	pers n:(CASE)	n	punct,Vf pro n punct,~~~
4.12,lez,"Хъфида зун Исабаладин гьейетдал : « Я стха , вуна гаф гайи туширни заз ?","хъфи -да	зун	Исабала -ди -н	гьейет -да -л	:	«	Я	стха	,	вуна	гаф	га -йи	тушир -ни	за -з	?","хъфин -да	зун	Исабала -ди -н	гьаятдал -е -л	:	«	Я	стха	,	вуна	гаф	гун -ай	тушир -ни	зава -з	?","go ENT	1sg.abs	Isabala DIR GEN	yard.in INESS SPSS	:	«	hey	brother	,	2sg.erg	word	give AOP	cop.PST.NEG Q	I DAT	?","I went to Isabala’s house again and said: “Brother, haven’t you promised me? ",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	pers	nprop n:(CASE2) n:(CASE)	n n:(OBLIQUEstem) n:(CASE)	punct	punct	interj	n	punct	pro	n	v v:TAM1	v v:(YN)	pro n:(CASE)	punct,Vnf pers nprop n punct punct interj n punct pro n v Vf pers punct,~~~
4.13,lez,Зав вахча зи кицӀ .»,за -в	вахча	зи	кицӀ	.»,за -в	вахча	зи	кицӀ	.»,1sg.ERG AD	give	1sg.gen	dog	.»,Give my dog back to me.” ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,pers n:(CASE)	v	proform	n	punct,pers Vnf proform n punct,~~~
4.14,lez,"Идани лугьуда хьи заз « вун сабурлу хьухь , архаин хьухь , за фена кгъида ви кицӀ .»","ида -ни	лугьу -да	хьи	за -з	«	вун	сабурлу	хьухь	,	архаин	хьухь	,	за	фе -на	кгъи -да	ви	кицӀ	.»","идани -ни	лугьун -да	хьи	за -з	«	вун	сабурлу	хьухь	,	архаин	хьухь	,	за	фин -на	кгъи -да	ви	кицӀ	.»","he.again FOC	~~~ ENT	that	1sg.ERG DAT	«	2sg.abs	patience	be.IMPV	,	comfort	be.IMPV	,	1sg.ERG	go AOC	bring FUT	2sg.gen	dog	.»","He told me: “Be patient, calm down, I will bring your dog.” ",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,pers Attachestoanycategory	v v:TAM1	coordconn	pers n:(CASE)	punct	pers	adj	v	punct	adv	v	punct	pers	v v:TAM1	v v:TAM1	pro	n	punct,pers Vnf coordconn pers punct pers n v punct adj v punct pers Vnf Vf pro n punct,~~~
5.1,lez,Алатда мадни са гьафте .,алат -да	мадни	са	гьафте	.,алатун -да	мадни	са	гьафте	.,pass ENT	again	one	week	.,One week passed by. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	adv	cardnum	n	punct,Vf prt cardnum n punct,~~~
5.2,lez,"КилигайтӀа кицӀ хквезвач , вич экъведа идан гуьгъуьна .","Килиг -ай -тӀа	кицӀ	хкве -зва -ч	,	вич	экъве -да	ида -н	гуьгъуь -на	.","Килигун -ай -тӀа	кицӀ	хтун -зва -ч	,	вич	экъвен -да	идани -н	гуьгъуь -на	.","look AOP COND	dog	~~~ IMPF NEG	,	himself	walk ENT	it.also GEN	behind AOR	.",He saw the dog is not coming back and went to look for him. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1 v:(YN)	n	v v:TAM1 v:(TAM2)	punct	pro	v v:TAM1	pers n:(CASE)	adv v:TAM1	punct,verbprt n Vnf punct pro Vf pers adv punct,~~~
5.3,lez,Фена жагъурда за чубан .,фе -на	жагъур -да	за	чубан	.,фин -на	жагъурун -да	за	чубан	.,go AOC	find ENT	1sg.ERG	shepherd	.,I found the shepherd. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	v v:TAM1	pers	n	punct,Vnf Vf pers n punct,~~~
5.4,lez,"Чубан са талыш я , гъвечӀи буй авай .","чубан	са	талыш	я	,	гъвечӀи	буй	ава -ай	.","чубан	са	талыш	я	,	гъвечӀи	буй	ава -ай	.","shepherd	one	~~~	~~~	,	small	lenght	is AOP	.",The shepherd was short Talish. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,n	cardnum	n	~~~	punct	adj	v	v v:TAM1	punct,n cardnum n Vf punct adj v ptcp punct,~~~
5.5,lez,"« Я стха , кицӀ вуганва , за хутхана кӀанзавайди я .»","«	Я	стха	,	кицӀ	вуганва	,	за	хутха -на	кӀан зава -й -ди	я	.»","«	Я	стха	,	кицӀ	вуганва	,	за	хутха -на	кӀан -зва -й -ди	я	.»","«	hey	brother	,	dog	give	,	1sg.ERG	carry AOC	want IMPF PST DIR	~~~	.»"," “Brother, the dog was given to you, I must take it.”",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,punct	interj	n	punct	n	v	punct	pers	v v:TAM1	v v:TAM1 cop:(TAM) n:(CASE2)	~~~	punct,punct interj n punct n Vnf punct pers Vnf v Vf punct,~~~
5.6,lez,КицӀ амай туш .,кицӏ	ама -ай	туш	.,кицӏ	ама -ай	туш	.,dog	he AOP	cop.NEG	.,“I don’t have the dog anymore.” ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,n	pro v:TAM1	v	punct,n verbprt Vf punct,~~~
5.7,lez,"Вучиз , вутӀ хьана ?","вуч -из	,	вутӀ	хьа -на	?","вуч -з	,	вутӀ	хьун -на	?","what DAT	,	where	be AOR	?","“Why, where is it?”  ",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,interrog n:(CASE)	punct	interrog	v v:TAM1	punct,interrog punct interrog Vf punct,~~~
5.8,lez,"Бес , са дагъустанвидин гуьгъуьна гьатна кицӀ катна зи гьейетдай , амач .","бес	,	са	дагъустанви -ди -н	гуьгъуьна	гьат -на	кицӀ	кат -на	зи	гьейет -дай	,	ама -ч	.","бес	,	са	дагъустанви -ди -н	гуьгъуьна	гьатун -на	кицӀ	катин -на	зи	гьаятдал -ай	,	ама -ч	.","but	,	one	dagistanish ERG GEN	behind	enter AOC	dog	running AOC	1sg.gen	yard.in INELAT	,	be.in.CONT NEG	.",It ran away following one Dagestani man. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,prt	punct	cardnum	n n:(OBLIQUEstem) n:(CASE)	adv	v v:TAM1	n	v v:TAM1	proform	n n:(OBLIQUEstem)	punct	v v:(TAM2)	punct,prt punct cardnum n adv ptcp n Vf proform n punct Vf punct,~~~
5.9,lez,"Килигзава , вич гъавурда акьвазва гила – ада тапаразава вичиз .","килиг -зава	,	вич	гъавурда	акьва -зва	гила	–	ада	тапара -зава	вич -и -з	.","килигун -зва	,	вич	гъавурда	акьва -зва	гила	–	ада	тапара -зва	вич -ди -з	.","~~~ IMPF	,	himself	understanding.in	see IMPF	now	–	he	lie IMPF	himself ERG DAT	.",He looked at the shepherd and understood he was lying to him. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	punct	pro	n	v v:TAM1	adv	punct	pro	v v:TAM1	pro n:(OBLIQUEstem) n:(CASE)	punct,Vnf punct pro n Vnf adv punct pro Vf n punct,~~~
5.10,lez,ТапарарзаватӀа вичивай вуч лугьуз жеда кьван ?,тапарар -зава -тӀа	вич -и -в -ай	вуч	лугьу -з	же -да	кьван	?,тапарар -зва -тӀа	вич -ди -в -ай	вуч	лугьу -з	же -да	кьван	?,lie IMPF COND	himself OBL AD EL	what	say DAT	be FUT	so.much	?,What could he say if that man were deceiving him?,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1 v:(YN)	pro n:(OBLIQUEstem) n:(CASE) n:(CASE2)	interrog	v n:(CASE)	v v:TAM1	adv	punct,Vnf pro interrog Vnf Vf adv punct,~~~
5.11,lez,Фена экъведа вич .,фе -на	экъве -да	вич	.,фе -на	экъвен -да	вич	.,go AOC	walk FUT	himself	.,He went to look for it himself. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,v v:TAM1	v v:TAM1	pro	punct,Vnf Vf pro punct,~~~
6.1,lez,"Чпин хуьруьн патав застава гвай тир са , солдатар авай .","чпин	хуьр -уь -н	патав	застава	гвай	тир	са	,	солдат -ар	ава -й	.","чпин	хуьр -ди -н	патав	застава	гвайтир	тир	са	,	солдат -ар	ава -й	.","their.own	village ERG GEN	to	outpost	was	was	one	,	soldier PL	is PST	.",There was a frontier post with soldiers near their village.,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,recp	n n:(OBLIQUEstem) n:(CASE)	subordconn	n	v	v	cardnum	punct	n n:(PLURAL)	v cop:(TAM)	punct,recp n post n v v cardnum punct n v punct,~~~
6.2,lez,"Гьаниз фейила , вичи суьгьбет авурла , куьн заставадилай кицӀ гваз Дагъустандиз фенин лагьайла , чна кицӀер ахъайзавай туш лагьана , паспорт гвачиз .","гьан -и -з	фе -йи -ла	,	вич -и	суьгьбет	авур -ла	,	куьн	застава -ди -л -яй	кицӀ	гваз	Дагъустан -ди -з	фе н -ин	лагьа -й -ла	,	чна	кицӀ -ер	ахъай -зава -ай	туш	лагьа -на	,	паспорт	гва -ч -из	.","гьан -ди -з	фе -ай -ла	,	вич -ди	суьгьбетарна	авур -ла	,	куьн	застава -ди -л -ай	кицӀ	гваз	Дагъустан -ди -з	фин фин -н	лугьун -й -ла	,	чна	кицӀ -ер	ахъайун -зва -ай	туш	лугьун -на	,	паспорт	гван -ч -з	.","that OBL DAT	go AOP TEMP	,	himself ERG	talked	doing.AOP TEMP	,	2pl.abs	outpost DIR SPSS EL	dog	with	dagestan DIR DAT	go go HORT	say PST TEMP	,	1pl.erg	dog PL	open IMPF AOP	cop.NEG	say AOR	,	pasport	have NEG DAT	.","When he went there, talked with them, asked them if someone passed the post to Dagestan with the dog, they said that they don’t permit to take dogs without passports through the post. ",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,dem n:(OBLIQUEstem) n:(CASE)	v v:TAM1 v:(TAM2)	punct	pro n:(OBLIQUEstem)	v	prt v:(TAM2)	punct	pro	n n:(CASE2) n:(CASE) n:(CASE2)	n	prep	n n:(CASE2) n:(CASE)	v v v:TAM1	v cop:(TAM) v:(TAM2)	punct	pro	n Attachestoanycategory	v v:TAM1 v:TAM1	v	v v:TAM1	punct	n	v v:(TAM2) n:(CASE)	punct,dem verbprt punct pro v verbprt punct pro n n prep n Vf v punct pro n Vnf Vnf Vf punct n v punct,~~~
6.3,lez,"Зи кцӀизни паспорт авач , заз чизва .","зи	кицӏ -и -з -ни	паспорт	ава -ч	,	за -з	чи -зва	.","зи	кицӏ -ди -з -ни	паспорт	ава -ч	,	за -з	чин -зва	.","1sg.gen	dog ERG DAT FOC	pasport	is NEG	,	1sg.ERG DAT	know IMPF	.",I know my dog doesn’t have the passport. ,en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,proform	n n:(OBLIQUEstem) n:(CASE) Attachestoanycategory	n	v v:(TAM2)	punct	pers n:(CASE)	v v:TAM1	punct,proform n n v punct pers Vf punct,~~~
6.4,lez,"Гьа икӀ , са гада акуна заз чибриз ухшар я чинай са тӀимил~кьван .","гьа	икӀ	,	са	гада	аку -на	за -з	чибриз	ухшар	я	чин -ай	са	тӀимил.кьван	.","гьа	икӀ	,	са	гада	аку -на	за -з	чибриз	ухшар	я	чин -ай	са	тӀимил.кьван	.","that,.the.same	like.this	,	one	boy	look AOC	1sg.ERG DAT	ours	similar	was	face INELAT	one	A.LITTLE	.","So, I saw a young man whose face looked like ours a little. ",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,dem	adv	punct	cardnum	n	v v:TAM1	pers n:(CASE)	pers	adv	v	n n:(OBLIQUEstem)	cardnum	adv	punct,dem adv punct cardnum n Vnf pers pro adj v pro cardnum adv punct,~~~
6.5,lez,"« Чан хва , - лагьана за а гададиз , - лагь кван , ваз чидай хьтинди я , бес зи кицӀ инлай фенани ?","«	Чан	хва	,	~~~	лагьа -на	за	а	гада -ди -з	,	~~~	лагьа	кван	,	ва -з	чи -да -й	хьти -н -ди	я	,	бес	зи	кицӀ	инлай	фе -на -ни	?","«	Чан	хва	,	~~~	лугьун -на	за	а	гада -ди -з	,	~~~	лагьа	кван	,	ва -з	чин -да -й	хьтин -н -ди	я	,	бес	зи	кицӀ	инлай	фин -на -ни	?","«	dear	son	,	~~~	say AOR	1sg.ERG	that	boy DIR DAT	,	~~~	say	please.do	,	2sg DAT	know FUT PST	like GEN DIR	was	,	but	1sg.gen	dog	from.here	go AOR Q	?","I told the guy: “Son, I think you know it, tell me please, if my dog passed through here.",en,true-ish second-hand story,He had a dog / 02 Адаз кицӀ авай тир,punct	adj	n	punct	~~~	v v:TAM1	pers	dem	n n:(CASE2) n:(CASE)	punct	~~~	v	prt	punct	proform n:(CASE)	v v:TAM1 cop:(TAM)	adv n:(CASE) n:(CASE2)	v	punct	prt	proform	n	adv	Vf v:TAM1 v:(YN)	punct,punct adj n punct ~~~ Vnf pers dem n punct ~~~ v prt punct pro v adv v punct prt proform n adv Vf punct,~~~
